"repo","path","stratum","directory","physical_lines","head","document_reference","reference_count","confirmed_partial_source","confirmed_review","verified_scope","reviewed_sha","source_unchanged_since_review","whole_file_complete","behavior_complete"
"core","actionflow/action_runner.go","primary","actionflow","483","dbbf132a0da74093b5936c73dfc0edb9bcff034e","False","0","False","","","","unknown","unknown","unknown"
"core","actionflow/action_runner_test.go","test_fixture","actionflow","228","dbbf132a0da74093b5936c73dfc0edb9bcff034e","False","0","False","","","","unknown","unknown","unknown"
"core","actionflow/action_types.go","primary","actionflow","119","dbbf132a0da74093b5936c73dfc0edb9bcff034e","False","0","False","","","","unknown","unknown","unknown"
"core","actionflow/mission_runner.go","primary","actionflow","342","dbbf132a0da74093b5936c73dfc0edb9bcff034e","False","0","False","","","","unknown","unknown","unknown"
"core","actionflow/mission_runner_test.go","test_fixture","actionflow","93","dbbf132a0da74093b5936c73dfc0edb9bcff034e","False","0","False","","","","unknown","unknown","unknown"
"core","actionflow/plan.go","primary","actionflow","214","dbbf132a0da74093b5936c73dfc0edb9bcff034e","False","0","False","","","","unknown","unknown","unknown"
"core","actionflow/plan_guards_promises_test.go","test_fixture","actionflow","112","dbbf132a0da74093b5936c73dfc0edb9bcff034e","False","0","False","","","","unknown","unknown","unknown"
"core","actionflow/promises_test.go","test_fixture","actionflow","68","dbbf132a0da74093b5936c73dfc0edb9bcff034e","False","0","False","","","","unknown","unknown","unknown"
"core","actionflow/reentrancy_promises_test.go","test_fixture","actionflow","209","dbbf132a0da74093b5936c73dfc0edb9bcff034e","False","0","False","","","","unknown","unknown","unknown"
"core","actionflow/registry.go","primary","actionflow","130","dbbf132a0da74093b5936c73dfc0edb9bcff034e","False","0","False","","","","unknown","unknown","unknown"
"core","actionflow/runtime.go","primary","actionflow","77","dbbf132a0da74093b5936c73dfc0edb9bcff034e","False","0","False","","","","unknown","unknown","unknown"
"core","actionflow/types_test.go","test_fixture","actionflow","18","dbbf132a0da74093b5936c73dfc0edb9bcff034e","False","0","False","","","","unknown","unknown","unknown"
"core","admin/admin.go","primary","admin","292","dbbf132a0da74093b5936c73dfc0edb9bcff034e","False","0","False","","","","unknown","unknown","unknown"
"core","admin/admin_test.go","test_fixture","admin","135","dbbf132a0da74093b5936c73dfc0edb9bcff034e","False","0","False","","","","unknown","unknown","unknown"
"core","admin/guards_promises_test.go","test_fixture","admin","37","dbbf132a0da74093b5936c73dfc0edb9bcff034e","False","0","False","","","","unknown","unknown","unknown"
"core","admin/promises_test.go","test_fixture","admin","30","dbbf132a0da74093b5936c73dfc0edb9bcff034e","False","0","False","","","","unknown","unknown","unknown"
"core","ai/behavior_strategy.go","primary","ai","182","dbbf132a0da74093b5936c73dfc0edb9bcff034e","False","0","False","","","","unknown","unknown","unknown"
"core","ai/behavior_test.go","test_fixture","ai","323","dbbf132a0da74093b5936c73dfc0edb9bcff034e","False","0","False","","","","unknown","unknown","unknown"
"core","ai/blackboard.go","primary","ai","51","dbbf132a0da74093b5936c73dfc0edb9bcff034e","False","0","False","","","","unknown","unknown","unknown"
"core","ai/controller.go","primary","ai","269","dbbf132a0da74093b5936c73dfc0edb9bcff034e","False","0","False","","","","unknown","unknown","unknown"
"core","ai/controller_test.go","test_fixture","ai","103","dbbf132a0da74093b5936c73dfc0edb9bcff034e","False","0","False","","","","unknown","unknown","unknown"
"core","ai/guards_promises_test.go","test_fixture","ai","62","dbbf132a0da74093b5936c73dfc0edb9bcff034e","False","0","False","","","","unknown","unknown","unknown"
"core","ai/nodes.go","primary","ai","344","dbbf132a0da74093b5936c73dfc0edb9bcff034e","False","0","False","","","","unknown","unknown","unknown"
"core","ai/strategy.go","primary","ai","30","dbbf132a0da74093b5936c73dfc0edb9bcff034e","False","0","False","","","","unknown","unknown","unknown"
"core","ai/tree.go","primary","ai","144","dbbf132a0da74093b5936c73dfc0edb9bcff034e","False","0","False","","","","unknown","unknown","unknown"
"core","ai/tree_parser.go","primary","ai","356","dbbf132a0da74093b5936c73dfc0edb9bcff034e","False","0","False","","","","unknown","unknown","unknown"
"core","ai/tree_parser_promises_test.go","test_fixture","ai","71","dbbf132a0da74093b5936c73dfc0edb9bcff034e","False","0","False","","","","unknown","unknown","unknown"
"core","app/app.go","primary","app","600","dbbf132a0da74093b5936c73dfc0edb9bcff034e","True","2","False","","","","unknown","unknown","unknown"
"core","app/app_test.go","test_fixture","app","452","dbbf132a0da74093b5936c73dfc0edb9bcff034e","True","1","False","","","","unknown","unknown","unknown"
"core","app/buildinfo/buildinfo.go","primary","app/buildinfo","42","dbbf132a0da74093b5936c73dfc0edb9bcff034e","False","0","False","","","","unknown","unknown","unknown"
"core","app/buildinfo/buildinfo_test.go","test_fixture","app/buildinfo","60","dbbf132a0da74093b5936c73dfc0edb9bcff034e","False","0","False","","","","unknown","unknown","unknown"
"core","app/config_validation.go","primary","app","302","dbbf132a0da74093b5936c73dfc0edb9bcff034e","True","2","False","","","","unknown","unknown","unknown"
"core","app/config_validation_test.go","test_fixture","app","341","dbbf132a0da74093b5936c73dfc0edb9bcff034e","False","0","False","","","","unknown","unknown","unknown"
"core","app/example_test.go","test_fixture","app","101","dbbf132a0da74093b5936c73dfc0edb9bcff034e","False","0","False","","","","unknown","unknown","unknown"
"core","app/guards_promises_test.go","test_fixture","app","109","dbbf132a0da74093b5936c73dfc0edb9bcff034e","False","0","False","","","","unknown","unknown","unknown"
"core","app/manager.go","primary","app","26","dbbf132a0da74093b5936c73dfc0edb9bcff034e","False","0","False","","","","unknown","unknown","unknown"
"core","app/mod.go","primary","app","37","dbbf132a0da74093b5936c73dfc0edb9bcff034e","False","0","False","","","","unknown","unknown","unknown"
"core","app/mod_order_test.go","test_fixture","app","65","dbbf132a0da74093b5936c73dfc0edb9bcff034e","False","0","False","","","","unknown","unknown","unknown"
"core","app/name.go","primary","app","17","dbbf132a0da74093b5936c73dfc0edb9bcff034e","False","0","False","","","","unknown","unknown","unknown"
"core","app/registry.go","primary","app","131","dbbf132a0da74093b5936c73dfc0edb9bcff034e","True","1","False","","","","unknown","unknown","unknown"
"core","app/registry_test.go","test_fixture","app","47","dbbf132a0da74093b5936c73dfc0edb9bcff034e","False","0","False","","","","unknown","unknown","unknown"
"core","app/runtime_failure.go","primary","app","48","dbbf132a0da74093b5936c73dfc0edb9bcff034e","False","0","False","","","","unknown","unknown","unknown"
"core","app/runtime_failure_test.go","test_fixture","app","25","dbbf132a0da74093b5936c73dfc0edb9bcff034e","False","0","False","","","","unknown","unknown","unknown"
"core","app/service.go","primary","app","13","dbbf132a0da74093b5936c73dfc0edb9bcff034e","False","0","False","","","","unknown","unknown","unknown"
"core","bus/admin.go","primary","bus","94","dbbf132a0da74093b5936c73dfc0edb9bcff034e","False","0","False","","","","unknown","unknown","unknown"
"core","bus/bus.go","primary","bus","993","dbbf132a0da74093b5936c73dfc0edb9bcff034e","False","0","False","","","","unknown","unknown","unknown"
"core","bus/bus_lifecycle_test.go","test_fixture","bus","434","dbbf132a0da74093b5936c73dfc0edb9bcff034e","False","0","False","","","","unknown","unknown","unknown"
"core","bus/codec.go","primary","bus","11","dbbf132a0da74093b5936c73dfc0edb9bcff034e","False","0","False","","","","unknown","unknown","unknown"
"core","bus/dead_letter_admission_promises_test.go","test_fixture","bus","107","dbbf132a0da74093b5936c73dfc0edb9bcff034e","False","0","False","","","","unknown","unknown","unknown"
"core","bus/handler.go","primary","bus","70","dbbf132a0da74093b5936c73dfc0edb9bcff034e","False","0","False","","","","unknown","unknown","unknown"
"core","bus/jetstream_rpc.go","primary","bus","602","dbbf132a0da74093b5936c73dfc0edb9bcff034e","False","0","False","","","","unknown","unknown","unknown"
"core","bus/jetstream_rpc_test.go","test_fixture","bus","479","dbbf132a0da74093b5936c73dfc0edb9bcff034e","False","0","False","","","","unknown","unknown","unknown"
"core","bus/json_codec.go","primary","bus","14","dbbf132a0da74093b5936c73dfc0edb9bcff034e","False","0","False","","","","unknown","unknown","unknown"
"core","bus/promises_test.go","test_fixture","bus","166","dbbf132a0da74093b5936c73dfc0edb9bcff034e","False","0","False","","","","unknown","unknown","unknown"
"core","bus/reliable.go","primary","bus","288","dbbf132a0da74093b5936c73dfc0edb9bcff034e","False","0","False","","","","unknown","unknown","unknown"
"core","bus/reliable_redis_test.go","test_fixture","bus","255","dbbf132a0da74093b5936c73dfc0edb9bcff034e","False","0","False","","","","unknown","unknown","unknown"
"core","bus/reliable_test.go","test_fixture","bus","387","dbbf132a0da74093b5936c73dfc0edb9bcff034e","False","0","False","","","","unknown","unknown","unknown"
"core","bus/rpc_error.go","primary","bus","86","dbbf132a0da74093b5936c73dfc0edb9bcff034e","False","0","False","","","","unknown","unknown","unknown"
"core","bus/rpc_error_test.go","test_fixture","bus","18","dbbf132a0da74093b5936c73dfc0edb9bcff034e","False","0","False","","","","unknown","unknown","unknown"
"core","cache/atomic_local.go","primary","cache","283","dbbf132a0da74093b5936c73dfc0edb9bcff034e","True","2","False","","","","unknown","unknown","unknown"
"core","cache/atomic_local_test.go","test_fixture","cache","102","dbbf132a0da74093b5936c73dfc0edb9bcff034e","False","0","False","","","","unknown","unknown","unknown"
"core","cache/cache_test.go","test_fixture","cache","192","dbbf132a0da74093b5936c73dfc0edb9bcff034e","False","0","False","","","","unknown","unknown","unknown"
"core","cache/grouped_local.go","primary","cache","92","dbbf132a0da74093b5936c73dfc0edb9bcff034e","False","0","False","","","","unknown","unknown","unknown"
"core","cache/guards_promises_test.go","test_fixture","cache","136","dbbf132a0da74093b5936c73dfc0edb9bcff034e","False","0","False","","","","unknown","unknown","unknown"
"core","cache/layered.go","primary","cache","171","dbbf132a0da74093b5936c73dfc0edb9bcff034e","False","0","False","","","","unknown","unknown","unknown"
"core","cache/local.go","primary","cache","133","dbbf132a0da74093b5936c73dfc0edb9bcff034e","False","0","False","","","","unknown","unknown","unknown"
"core","cache/mirror.go","primary","cache","99","dbbf132a0da74093b5936c73dfc0edb9bcff034e","True","2","False","","","","unknown","unknown","unknown"
"core","cache/read_through.go","primary","cache","285","dbbf132a0da74093b5936c73dfc0edb9bcff034e","True","12","False","","","","unknown","unknown","unknown"
"core","cache/read_through_promises_test.go","test_fixture","cache","75","dbbf132a0da74093b5936c73dfc0edb9bcff034e","True","1","False","","","","unknown","unknown","unknown"
"core","cache/read_through_waiters_promises_test.go","test_fixture","cache","58","dbbf132a0da74093b5936c73dfc0edb9bcff034e","False","0","False","","","","unknown","unknown","unknown"
"core","cache/redis_hash.go","primary","cache","114","dbbf132a0da74093b5936c73dfc0edb9bcff034e","False","0","False","","","","unknown","unknown","unknown"
"core","cache/redis_json.go","primary","cache","87","dbbf132a0da74093b5936c73dfc0edb9bcff034e","False","0","False","","","","unknown","unknown","unknown"
"core","cache/redis_raw.go","primary","cache","140","dbbf132a0da74093b5936c73dfc0edb9bcff034e","False","0","False","","","","unknown","unknown","unknown"
"core","cache/ref_hmap.go","primary","cache","954","dbbf132a0da74093b5936c73dfc0edb9bcff034e","False","0","False","","","","unknown","unknown","unknown"
"core","cache/ref_hmap_patch_promises_test.go","test_fixture","cache","104","dbbf132a0da74093b5936c73dfc0edb9bcff034e","False","0","False","","","","unknown","unknown","unknown"
"core","cache/ref_hmap_test.go","test_fixture","cache","680","dbbf132a0da74093b5936c73dfc0edb9bcff034e","False","0","False","","","","unknown","unknown","unknown"
"core","cache/stale_write_test.go","test_fixture","cache","136","dbbf132a0da74093b5936c73dfc0edb9bcff034e","False","0","False","","","","unknown","unknown","unknown"
"core","cache/store.go","primary","cache","99","dbbf132a0da74093b5936c73dfc0edb9bcff034e","False","0","False","","","","unknown","unknown","unknown"
"core","clock/clock.go","primary","clock","75","dbbf132a0da74093b5936c73dfc0edb9bcff034e","False","0","False","","","","unknown","unknown","unknown"
"core","cmd/glsvet/main.go","primary","cmd/glsvet","594","dbbf132a0da74093b5936c73dfc0edb9bcff034e","False","0","False","","","","unknown","unknown","unknown"
"core","cmd/glsvet/main_test.go","test_fixture","cmd/glsvet","158","dbbf132a0da74093b5936c73dfc0edb9bcff034e","False","0","False","","","","unknown","unknown","unknown"
"core","configdata/auto.go","primary","configdata","603","dbbf132a0da74093b5936c73dfc0edb9bcff034e","False","0","False","","","","unknown","unknown","unknown"
"core","configdata/auto_hardening_test.go","test_fixture","configdata","254","dbbf132a0da74093b5936c73dfc0edb9bcff034e","False","0","False","","","","unknown","unknown","unknown"
"core","configdata/auto_tag_guards_promises_test.go","test_fixture","configdata","49","dbbf132a0da74093b5936c73dfc0edb9bcff034e","False","0","False","","","","unknown","unknown","unknown"
"core","configdata/auto_test.go","test_fixture","configdata","203","dbbf132a0da74093b5936c73dfc0edb9bcff034e","False","0","False","","","","unknown","unknown","unknown"
"core","configdata/configdata.go","primary","configdata","1320","dbbf132a0da74093b5936c73dfc0edb9bcff034e","False","0","False","","","","unknown","unknown","unknown"
"core","configdata/configdata_test.go","test_fixture","configdata","271","dbbf132a0da74093b5936c73dfc0edb9bcff034e","False","0","False","","","","unknown","unknown","unknown"
"core","configdata/external.go","primary","configdata","170","dbbf132a0da74093b5936c73dfc0edb9bcff034e","False","0","False","","","","unknown","unknown","unknown"
"core","configdata/promises_test.go","test_fixture","configdata","162","dbbf132a0da74093b5936c73dfc0edb9bcff034e","False","0","False","","","","unknown","unknown","unknown"
"core","configdata/reload_commit_test.go","test_fixture","configdata","328","dbbf132a0da74093b5936c73dfc0edb9bcff034e","False","0","False","","","","unknown","unknown","unknown"
"core","configdata/review_round2_test.go","test_fixture","configdata","349","dbbf132a0da74093b5936c73dfc0edb9bcff034e","False","0","False","","","","unknown","unknown","unknown"
"core","container/bucket.go","primary","container","137","dbbf132a0da74093b5936c73dfc0edb9bcff034e","False","0","False","","","","unknown","unknown","unknown"
"core","container/container_test.go","test_fixture","container","171","dbbf132a0da74093b5936c73dfc0edb9bcff034e","False","0","False","","","","unknown","unknown","unknown"
"core","container/keymap.go","primary","container","100","dbbf132a0da74093b5936c73dfc0edb9bcff034e","False","0","False","","","","unknown","unknown","unknown"
"core","container/object_pool.go","primary","container","83","dbbf132a0da74093b5936c73dfc0edb9bcff034e","False","0","False","","","","unknown","unknown","unknown"
"core","container/topologic_sort.go","primary","container","130","dbbf132a0da74093b5936c73dfc0edb9bcff034e","False","0","False","","","","unknown","unknown","unknown"
"core","dataengine/architecture_test.go","test_fixture","dataengine","68","dbbf132a0da74093b5936c73dfc0edb9bcff034e","False","0","False","","","","unknown","unknown","unknown"
"core","dataengine/engine/assembly.go","primary","dataengine/engine","202","dbbf132a0da74093b5936c73dfc0edb9bcff034e","True","5","False","","","","unknown","unknown","unknown"
"core","dataengine/engine/assembly_promises_test.go","test_fixture","dataengine/engine","134","dbbf132a0da74093b5936c73dfc0edb9bcff034e","True","1","False","","","","unknown","unknown","unknown"
"core","dataengine/engine/assembly_shutdown_promises_test.go","test_fixture","dataengine/engine","90","dbbf132a0da74093b5936c73dfc0edb9bcff034e","False","0","False","","","","unknown","unknown","unknown"
"core","dataengine/engine/entity_delete.go","primary","dataengine/engine","180","dbbf132a0da74093b5936c73dfc0edb9bcff034e","False","0","False","","","","unknown","unknown","unknown"
"core","dataengine/engine/entity_delete_promises_test.go","test_fixture","dataengine/engine","158","dbbf132a0da74093b5936c73dfc0edb9bcff034e","False","0","False","","","","unknown","unknown","unknown"
"core","dataengine/engine/entity_delete_test.go","test_fixture","dataengine/engine","134","dbbf132a0da74093b5936c73dfc0edb9bcff034e","False","0","False","","","","unknown","unknown","unknown"
"core","dataengine/engine/entity_repository.go","primary","dataengine/engine","252","dbbf132a0da74093b5936c73dfc0edb9bcff034e","False","0","False","","","","unknown","unknown","unknown"
"core","dataengine/engine/entity_repository_load_promises_test.go","test_fixture","dataengine/engine","132","dbbf132a0da74093b5936c73dfc0edb9bcff034e","False","0","False","","","","unknown","unknown","unknown"
"core","dataengine/engine/entity_repository_migration_promises_test.go","test_fixture","dataengine/engine","68","dbbf132a0da74093b5936c73dfc0edb9bcff034e","False","0","False","","","","unknown","unknown","unknown"
"core","dataengine/engine/entity_repository_promises_test.go","test_fixture","dataengine/engine","108","dbbf132a0da74093b5936c73dfc0edb9bcff034e","False","0","False","","","","unknown","unknown","unknown"
"core","dataengine/engine/entity_repository_test.go","test_fixture","dataengine/engine","392","dbbf132a0da74093b5936c73dfc0edb9bcff034e","False","0","False","","","","unknown","unknown","unknown"
"core","dataengine/engine/failure_integration_test.go","test_fixture","dataengine/engine","89","dbbf132a0da74093b5936c73dfc0edb9bcff034e","False","0","False","","","","unknown","unknown","unknown"
"core","dataengine/engine/health.go","primary","dataengine/engine","16","dbbf132a0da74093b5936c73dfc0edb9bcff034e","False","0","False","","","","unknown","unknown","unknown"
"core","dataengine/engine/migration_runner.go","primary","dataengine/engine","93","dbbf132a0da74093b5936c73dfc0edb9bcff034e","False","0","False","","","","unknown","unknown","unknown"
"core","dataengine/engine/migration_runner_test.go","test_fixture","dataengine/engine","74","dbbf132a0da74093b5936c73dfc0edb9bcff034e","False","0","False","","","","unknown","unknown","unknown"
"core","dataengine/engine/mongo_benchmark_test.go","test_fixture","dataengine/engine","113","dbbf132a0da74093b5936c73dfc0edb9bcff034e","False","0","False","","","","unknown","unknown","unknown"
"core","dataengine/engine/mongo_load.go","primary","dataengine/engine","133","dbbf132a0da74093b5936c73dfc0edb9bcff034e","False","0","False","","","","unknown","unknown","unknown"
"core","dataengine/engine/mongo_load_test.go","test_fixture","dataengine/engine","132","dbbf132a0da74093b5936c73dfc0edb9bcff034e","False","0","False","","","","unknown","unknown","unknown"
"core","dataengine/engine/mongo_store.go","primary","dataengine/engine","736","dbbf132a0da74093b5936c73dfc0edb9bcff034e","False","0","False","","","","unknown","unknown","unknown"
"core","dataengine/engine/mongo_store_test.go","test_fixture","dataengine/engine","684","dbbf132a0da74093b5936c73dfc0edb9bcff034e","False","0","False","","","","unknown","unknown","unknown"
"core","dataengine/engine/outbox_store.go","primary","dataengine/engine","163","dbbf132a0da74093b5936c73dfc0edb9bcff034e","False","0","False","","","","unknown","unknown","unknown"
"core","dataengine/engine/outbox_store_test.go","test_fixture","dataengine/engine","178","dbbf132a0da74093b5936c73dfc0edb9bcff034e","False","0","False","","","","unknown","unknown","unknown"
"core","dataengine/engine/outbox_worker.go","primary","dataengine/engine","315","dbbf132a0da74093b5936c73dfc0edb9bcff034e","True","1","False","","","","unknown","unknown","unknown"
"core","dataengine/engine/outbox_worker_failures_test.go","test_fixture","dataengine/engine","141","dbbf132a0da74093b5936c73dfc0edb9bcff034e","False","0","False","","","","unknown","unknown","unknown"
"core","dataengine/engine/outbox_worker_test.go","test_fixture","dataengine/engine","149","dbbf132a0da74093b5936c73dfc0edb9bcff034e","False","0","False","","","","unknown","unknown","unknown"
"core","dataengine/engine/pipelined_projection_promises_test.go","test_fixture","dataengine/engine","131","dbbf132a0da74093b5936c73dfc0edb9bcff034e","False","0","False","","","","unknown","unknown","unknown"
"core","dataengine/engine/projection_plan.go","primary","dataengine/engine","131","dbbf132a0da74093b5936c73dfc0edb9bcff034e","False","0","False","","","","unknown","unknown","unknown"
"core","dataengine/engine/projection_plan_test.go","test_fixture","dataengine/engine","141","dbbf132a0da74093b5936c73dfc0edb9bcff034e","False","0","False","","","","unknown","unknown","unknown"
"core","dataengine/engine/projector.go","primary","dataengine/engine","614","dbbf132a0da74093b5936c73dfc0edb9bcff034e","True","1","False","","","","unknown","unknown","unknown"
"core","dataengine/engine/projector_benchmark_test.go","test_fixture","dataengine/engine","256","dbbf132a0da74093b5936c73dfc0edb9bcff034e","False","0","False","","","","unknown","unknown","unknown"
"core","dataengine/engine/projector_test.go","test_fixture","dataengine/engine","773","dbbf132a0da74093b5936c73dfc0edb9bcff034e","True","1","False","","","","unknown","unknown","unknown"
"core","dataengine/engine/runtime.go","primary","dataengine/engine","167","dbbf132a0da74093b5936c73dfc0edb9bcff034e","True","1","False","","","","unknown","unknown","unknown"
"core","dataengine/guards_promises_test.go","test_fixture","dataengine","66","dbbf132a0da74093b5936c73dfc0edb9bcff034e","False","0","False","","","","unknown","unknown","unknown"
"core","dataengine/hook.go","primary","dataengine","17","dbbf132a0da74093b5936c73dfc0edb9bcff034e","False","0","False","","","","unknown","unknown","unknown"
"core","dataengine/lease_fence.go","primary","dataengine","104","dbbf132a0da74093b5936c73dfc0edb9bcff034e","False","0","False","","","","unknown","unknown","unknown"
"core","dataengine/lease_fence_test.go","test_fixture","dataengine","37","dbbf132a0da74093b5936c73dfc0edb9bcff034e","False","0","False","","","","unknown","unknown","unknown"
"core","dataengine/load.go","primary","dataengine","243","dbbf132a0da74093b5936c73dfc0edb9bcff034e","False","0","False","","","","unknown","unknown","unknown"
"core","dataengine/load_test.go","test_fixture","dataengine","150","dbbf132a0da74093b5936c73dfc0edb9bcff034e","False","0","False","","","","unknown","unknown","unknown"
"core","dataengine/migration.go","primary","dataengine","46","dbbf132a0da74093b5936c73dfc0edb9bcff034e","False","0","False","","","","unknown","unknown","unknown"
"core","dataengine/migration_test.go","test_fixture","dataengine","33","dbbf132a0da74093b5936c73dfc0edb9bcff034e","False","0","False","","","","unknown","unknown","unknown"
"core","dataengine/model_test.go","test_fixture","dataengine","98","dbbf132a0da74093b5936c73dfc0edb9bcff034e","False","0","False","","","","unknown","unknown","unknown"
"core","dataengine/mutation_types.go","primary","dataengine","167","dbbf132a0da74093b5936c73dfc0edb9bcff034e","False","0","False","","","","unknown","unknown","unknown"
"core","dataengine/scope.go","primary","dataengine","58","dbbf132a0da74093b5936c73dfc0edb9bcff034e","False","0","False","","","","unknown","unknown","unknown"
"core","dataengine/scope_test.go","test_fixture","dataengine","28","dbbf132a0da74093b5936c73dfc0edb9bcff034e","False","0","False","","","","unknown","unknown","unknown"
"core","dataengine/tracker.go","primary","dataengine","98","dbbf132a0da74093b5936c73dfc0edb9bcff034e","False","0","False","","","","unknown","unknown","unknown"
"core","dataengine/tracker_test.go","test_fixture","dataengine","99","dbbf132a0da74093b5936c73dfc0edb9bcff034e","False","0","False","","","","unknown","unknown","unknown"
"core","dataengine/validate.go","primary","dataengine","169","dbbf132a0da74093b5936c73dfc0edb9bcff034e","False","0","False","","","","unknown","unknown","unknown"
"core","dataengine/validate_promises_test.go","test_fixture","dataengine","171","dbbf132a0da74093b5936c73dfc0edb9bcff034e","False","0","False","","","","unknown","unknown","unknown"
"core","dependency_boundary_test.go","test_fixture",".","144","dbbf132a0da74093b5936c73dfc0edb9bcff034e","True","1","False","","","","unknown","unknown","unknown"
"core","entity/category_lock_order_promises_test.go","test_fixture","entity","105","dbbf132a0da74093b5936c73dfc0edb9bcff034e","False","0","False","","","","unknown","unknown","unknown"
"core","entity/category_order.go","primary","entity","246","dbbf132a0da74093b5936c73dfc0edb9bcff034e","True","2","False","","","","unknown","unknown","unknown"
"core","entity/category_taxonomy_promises_test.go","test_fixture","entity","53","dbbf132a0da74093b5936c73dfc0edb9bcff034e","False","0","False","","","","unknown","unknown","unknown"
"core","entity/comp_sort.go","primary","entity","113","dbbf132a0da74093b5936c73dfc0edb9bcff034e","False","0","False","","","","unknown","unknown","unknown"
"core","entity/component_base.go","primary","entity","14","dbbf132a0da74093b5936c73dfc0edb9bcff034e","False","0","False","","","","unknown","unknown","unknown"
"core","entity/entity.go","primary","entity","212","dbbf132a0da74093b5936c73dfc0edb9bcff034e","False","0","False","","","","unknown","unknown","unknown"
"core","entity/entity_base.go","primary","entity","672","dbbf132a0da74093b5936c73dfc0edb9bcff034e","True","1","True","review/REVIEW-2026-09-18.md","entity lifecycle and Sync lock wiring","6e09124aa3ea4036c43592be5b6893bb61cdfaf0","True","unknown","unknown"
"core","entity/entity_base_test.go","test_fixture","entity","521","dbbf132a0da74093b5936c73dfc0edb9bcff034e","False","0","False","","","","unknown","unknown","unknown"
"core","entity/entity_factory.go","primary","entity","397","dbbf132a0da74093b5936c73dfc0edb9bcff034e","True","4","True","review/REVIEW-2026-09-18.md","BuildEntity and initEntitySync","6e09124aa3ea4036c43592be5b6893bb61cdfaf0","True","unknown","unknown"
"core","entity/entity_factory_test.go","test_fixture","entity","312","dbbf132a0da74093b5936c73dfc0edb9bcff034e","False","0","False","","","","unknown","unknown","unknown"
"core","entity/entity_group.go","primary","entity","82","dbbf132a0da74093b5936c73dfc0edb9bcff034e","False","0","False","","","","unknown","unknown","unknown"
"core","entity/entity_group_test.go","test_fixture","entity","137","dbbf132a0da74093b5936c73dfc0edb9bcff034e","False","0","False","","","","unknown","unknown","unknown"
"core","entity/entity_guard.go","primary","entity","395","dbbf132a0da74093b5936c73dfc0edb9bcff034e","True","1","False","","","","unknown","unknown","unknown"
"core","entity/entity_kind.go","primary","entity","45","dbbf132a0da74093b5936c73dfc0edb9bcff034e","False","0","False","","","","unknown","unknown","unknown"
"core","entity/entity_manager.go","primary","entity","469","dbbf132a0da74093b5936c73dfc0edb9bcff034e","False","0","False","","","","unknown","unknown","unknown"
"core","entity/entity_manager_test.go","test_fixture","entity","421","dbbf132a0da74093b5936c73dfc0edb9bcff034e","False","0","False","","","","unknown","unknown","unknown"
"core","entity/entity_remote.go","primary","entity","134","dbbf132a0da74093b5936c73dfc0edb9bcff034e","False","0","False","","","","unknown","unknown","unknown"
"core","entity/entity_remote_test.go","test_fixture","entity","163","dbbf132a0da74093b5936c73dfc0edb9bcff034e","False","0","False","","","","unknown","unknown","unknown"
"core","entity/example_gen_test.go","test_fixture","entity","154","dbbf132a0da74093b5936c73dfc0edb9bcff034e","False","0","False","","","","unknown","unknown","unknown"
"core","entity/guards_promises_test.go","test_fixture","entity","48","dbbf132a0da74093b5936c73dfc0edb9bcff034e","False","0","False","","","","unknown","unknown","unknown"
"core","entity/idgen.go","primary","entity","257","dbbf132a0da74093b5936c73dfc0edb9bcff034e","True","2","False","","","","unknown","unknown","unknown"
"core","entity/kind_registration_promises_test.go","test_fixture","entity","95","dbbf132a0da74093b5936c73dfc0edb9bcff034e","False","0","False","","","","unknown","unknown","unknown"
"core","entity/kind_registry_promises_test.go","test_fixture","entity","146","dbbf132a0da74093b5936c73dfc0edb9bcff034e","False","0","False","","","","unknown","unknown","unknown"
"core","entity/lock_order_no_hook_promises_test.go","test_fixture","entity","58","dbbf132a0da74093b5936c73dfc0edb9bcff034e","False","0","False","","","","unknown","unknown","unknown"
"core","entity/manager_access.go","primary","entity","328","dbbf132a0da74093b5936c73dfc0edb9bcff034e","False","0","False","","","","unknown","unknown","unknown"
"core","entity/manager_access_test.go","test_fixture","entity","192","dbbf132a0da74093b5936c73dfc0edb9bcff034e","False","0","False","","","","unknown","unknown","unknown"
"core","entity/manager_factory.go","primary","entity","88","dbbf132a0da74093b5936c73dfc0edb9bcff034e","False","0","False","","","","unknown","unknown","unknown"
"core","entity/policy.go","primary","entity","92","dbbf132a0da74093b5936c73dfc0edb9bcff034e","True","2","False","","","","unknown","unknown","unknown"
"core","entity/remote_commit_promises_test.go","test_fixture","entity","100","dbbf132a0da74093b5936c73dfc0edb9bcff034e","False","0","False","","","","unknown","unknown","unknown"
"core","entity/remote_manager.go","primary","entity","72","dbbf132a0da74093b5936c73dfc0edb9bcff034e","False","0","False","","","","unknown","unknown","unknown"
"core","entity/remote_protocol.go","primary","entity","536","dbbf132a0da74093b5936c73dfc0edb9bcff034e","False","0","False","","","","unknown","unknown","unknown"
"core","entity/remote_snapshot.go","primary","entity","682","dbbf132a0da74093b5936c73dfc0edb9bcff034e","True","14","False","","","","unknown","unknown","unknown"
"core","entity/remote_snapshot_codec.go","primary","entity","87","dbbf132a0da74093b5936c73dfc0edb9bcff034e","False","0","False","","","","unknown","unknown","unknown"
"core","entity/remote_snapshot_test.go","test_fixture","entity","363","dbbf132a0da74093b5936c73dfc0edb9bcff034e","False","0","False","","","","unknown","unknown","unknown"
